"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-01-01 ~ 2025-11-06"
"실거래구분 : 단독다가구(전월세)"
"주소구분 : 지번주소"
"시도 : 충청북도"
"시군구 : 청주시 흥덕구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","도로조건","계약면적(㎡)","전월세구분","계약년월","계약일","보증금(만원)","월세금(만원)","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)","주택유형"
"136","충청북도 청주시 흥덕구 복대동","8**","8m미만","20.00","월세","202510","20","100","35","2009","충대로13번길","202510~202610","신규","-","","","단독다가구"
"137","충청북도 청주시 흥덕구 복대동","1**","8m미만","79.30","월세","202510","20","1,000","58","2003","가로수로1354번길","202510~202710","신규","-","","","단독다가구"
"138","충청북도 청주시 흥덕구 봉명동","1***","8m미만","70.00","전세","202510","20","11,000","0","2017","과상미로25번길","202512~202712","갱신","-","11,000","0","단독다가구"
"139","충청북도 청주시 흥덕구 복대동","2***","8m미만","58.00","전세","202510","19","5,000","0","1993","풍산로118번길","-","-","-","","","단독다가구"
"140","충청북도 청주시 흥덕구 복대동","2***","8m미만","58.14","전세","202510","19","5,000","0","1993","풍산로118번길","202511~202711","신규","-","","","단독다가구"
"141","충청북도 청주시 흥덕구 오송읍 만수리","7**","12m미만","31.00","월세","202510","19","300","65","2009","만수길","202510~202603","신규","-","","","단독다가구"
"142","충청북도 청주시 흥덕구 송절동","6**","12m미만","50.00","월세","202510","19","1,000","80","2018","송화로116번길","202510~202610","신규","-","","","단독다가구"
"143","충청북도 청주시 흥덕구 봉명동","8**","12m미만","50.00","월세","202510","18","2,000","55","2015","봉명로205번길","202510~202610","신규","-","","","단독다가구"
"144","충청북도 청주시 흥덕구 복대동","1***","25m미만","124.78","전세","202510","18","7,000","0","1990","신율로139번길","202511~202711","신규","-","","","단독다가구"
"145","충청북도 청주시 흥덕구 복대동","2***","12m미만","50.00","월세","202510","18","500","56","2002","짐대로38번길","202511~202611","신규","-","","","단독다가구"
"146","충청북도 청주시 흥덕구 복대동","2***","-","50.00","월세","202510","18","500","46","2003","","202511~202611","신규","-","","","단독다가구"
"147","충청북도 청주시 흥덕구 오송읍 봉산리","1***","25m미만","30.00","월세","202510","18","500","60","2020","오송생명12로","202510~202610","신규","-","","","단독다가구"
"148","충청북도 청주시 흥덕구 운천동","7**","8m미만","36.00","전세","202510","18","2,000","0","1989","흥덕로149번길","202510~202710","신규","-","","","단독다가구"
"149","충청북도 청주시 흥덕구 복대동","2**","8m미만","25.45","월세","202510","18","100","30","2002","대신로40번길","202510~202610","신규","-","","","단독다가구"
"150","충청북도 청주시 흥덕구 복대동","8**","8m미만","23.00","월세","202510","18","200","36","2020","내수동로55번길","202510~202610","신규","-","","","단독다가구"
"151","충청북도 청주시 흥덕구 복대동","4*","8m미만","35.00","월세","202510","18","500","40","2012","복대로190번길","202510~202610","신규","-","","","단독다가구"
"152","충청북도 청주시 흥덕구 복대동","8**","8m미만","25.00","월세","202510","18","200","40","2013","사직대로72번길","202510~202610","신규","-","","","단독다가구"
"153","충청북도 청주시 흥덕구 봉명동","2***","25m미만","21.24","월세","202510","18","500","45","2021","월명로","202510~202610","신규","-","","","단독다가구"
"154","충청북도 청주시 흥덕구 봉명동","1***","12m미만","72.60","월세","202510","18","500","60","1994","봉정로66번길","202510~202610","신규","-","","","단독다가구"
"155","충청북도 청주시 흥덕구 봉명동","2***","25m미만","16.50","월세","202510","18","300","37","2014","월명로178번길","202510~202610","신규","-","","","단독다가구"
"156","충청북도 청주시 흥덕구 봉명동","1***","25m미만","40.20","전세","202510","18","18,000","0","2018","백봉로","202510~202710","신규","-","","","단독다가구"
"157","충청북도 청주시 흥덕구 가경동","1***","8m미만","48.21","월세","202510","18","500","60","2011","서현중로31번길","202510~202710","신규","-","","","단독다가구"
"158","충청북도 청주시 흥덕구 오송읍 만수리","7**","12m미만","23.00","월세","202510","18","300","38","2014","만수길","202510~202610","신규","-","","","단독다가구"
"159","충청북도 청주시 흥덕구 오송읍 봉산리","1***","12m미만","36.00","월세","202510","17","500","70","2021","봉산1길","-","-","-","","","단독다가구"
"160","충청북도 청주시 흥덕구 송절동","6**","12m미만","31.53","월세","202510","17","500","66","2023","송화로116번길","202510~202610","신규","-","","","단독다가구"
"161","충청북도 청주시 흥덕구 복대동","8**","8m미만","26.00","월세","202510","17","100","55","2005","충대로13번길","202511~202601","갱신","-","100","50","단독다가구"
"162","충청북도 청주시 흥덕구 복대동","9**","8m미만","26.00","월세","202510","17","100","50","2002","복대로164번길","202511~202601","갱신","-","100","45","단독다가구"
"163","충청북도 청주시 흥덕구 복대동","8*","25m미만","26.00","월세","202510","17","200","55","2008","봉명로","202511~202601","갱신","-","200","50","단독다가구"
"164","충청북도 청주시 흥덕구 오송읍 봉산리","1***","12m미만","42.52","월세","202510","17","500","57","2022","오송생명8로","202510~202610","신규","-","","","단독다가구"
"165","충청북도 청주시 흥덕구 복대동","9**","8m미만","26.00","월세","202510","17","100","50","2002","복대로164번길","202511~202601","갱신","-","100","45","단독다가구"
"166","충청북도 청주시 흥덕구 봉명동","2***","25m미만","45.00","월세","202510","17","900","80","","덕암로17번길","202511~202605","갱신","-","900","80","단독다가구"
"167","충청북도 청주시 흥덕구 봉명동","2***","25m미만","26.00","월세","202510","17","300","40","2013","월명로236번길","202511~202602","갱신","-","300","40","단독다가구"
"168","충청북도 청주시 흥덕구 봉명동","7**","8m미만","26.00","월세","202510","17","200","37","2015","1순환로549번길","202511~202602","갱신","-","200","37","단독다가구"
"169","충청북도 청주시 흥덕구 봉명동","7**","8m미만","33.00","월세","202510","17","500","40","2017","1순환로549번길","202511~202602","갱신","-","500","40","단독다가구"
"170","충청북도 청주시 흥덕구 봉명동","2***","12m미만","30.00","월세","202510","17","300","43","2014","덕암로92번길","202511~202605","갱신","-","300","43","단독다가구"
"171","충청북도 청주시 흥덕구 봉명동","2***","12m미만","33.00","월세","202510","17","300","40","2010","덕암로59번길","202511~202602","갱신","-","300","40","단독다가구"
"172","충청북도 청주시 흥덕구 봉명동","2***","12m미만","26.00","월세","202510","17","200","42","2011","덕암로12번길","202511~202611","갱신","-","200","42","단독다가구"
"173","충청북도 청주시 흥덕구 봉명동","2***","12m미만","33.00","월세","202510","17","300","40","2011","월명로236번길","202511~202602","갱신","-","300","40","단독다가구"
"174","충청북도 청주시 흥덕구 봉명동","8**","12m미만","26.00","월세","202510","17","300","40","2015","봉명로205번길","202511~202602","갱신","-","300","40","단독다가구"
"175","충청북도 청주시 흥덕구 봉명동","1***","12m미만","52.44","월세","202510","17","800","40","","봉정로66번길","202510~202610","신규","-","","","단독다가구"
"176","충청북도 청주시 흥덕구 봉명동","6**","8m미만","26.00","월세","202510","17","200","60","","1순환로549번길","202511~202601","갱신","-","200","50","단독다가구"
"177","충청북도 청주시 흥덕구 봉명동","2***","12m미만","26.00","월세","202510","17","100","45","2005","월명로236번길","202511~202601","갱신","-","100","40","단독다가구"
"178","충청북도 청주시 흥덕구 복대동","2**","8m미만","26.44","월세","202510","17","300","48","","복대로219번길","202510~202610","신규","-","","","단독다가구"
"179","충청북도 청주시 흥덕구 복대동","9**","8m미만","33.00","월세","202510","17","1,500","46","2016","사직대로72번길","202510~202610","신규","-","","","단독다가구"
"180","충청북도 청주시 흥덕구 복대동","1***","12m미만","24.12","월세","202510","17","200","30","2010","복대로162번길","202510~202610","신규","-","","","단독다가구"
"181","충청북도 청주시 흥덕구 복대동","2***","12m미만","25.00","월세","202510","17","200","29","2010","진재로23번길","202510~202610","신규","-","","","단독다가구"
"182","충청북도 청주시 흥덕구 봉명동","1***","8m미만","55.00","월세","202510","17","200","65","1992","봉정로62번길","202511~202601","갱신","-","200","60","단독다가구"
"183","충청북도 청주시 흥덕구 송절동","6**","25m이상","20.00","월세","202510","17","300","55","2018","송화로","202510~202610","신규","-","","","단독다가구"
"184","충청북도 청주시 흥덕구 송절동","7**","12m미만","17.55","월세","202510","16","300","47","","송화로150번길","202511~202611","신규","-","","","단독다가구"
"185","충청북도 청주시 흥덕구 오송읍 봉산리","7**","12m미만","30.50","월세","202510","16","500","60","","오송생명12로","202511~202610","신규","-","","","단독다가구"
"186","충청북도 청주시 흥덕구 오송읍 봉산리","1***","12m미만","33.67","월세","202510","16","500","54","2022","봉산2길","202510~202610","신규","-","","","단독다가구"
"187","충청북도 청주시 흥덕구 오송읍 봉산리","1***","12m미만","78.17","월세","202510","16","4,000","70","2019","봉산1길","202510~202710","신규","-","","","단독다가구"
"188","충청북도 청주시 흥덕구 가경동","4**","25m미만","20.00","월세","202510","16","300","32","2009","가경로127번길","202510~202610","신규","-","","","단독다가구"
"189","충청북도 청주시 흥덕구 가경동","1***","12m미만","50.00","월세","202510","16","500","55","2010","서현중로19번길","202510~202610","신규","-","","","단독다가구"
"190","충청북도 청주시 흥덕구 봉명동","7**","12m미만","30.00","전세","202510","16","3,500","0","2002","1순환로549번길","202511~202711","신규","-","","","단독다가구"
"191","충청북도 청주시 흥덕구 복대동","2**","12m미만","44.47","월세","202510","16","900","71","2019","죽천로146번길","202510~202604","신규","-","","","단독다가구"
"192","충청북도 청주시 흥덕구 복대동","1***","8m미만","30.00","월세","202510","16","2,000","20","2016","내수동로34번길","202510~202710","신규","-","","","단독다가구"
"193","충청북도 청주시 흥덕구 복대동","2***","12m미만","25.00","월세","202510","16","100","50","2000","진재로28번길","202510~202604","신규","-","","","단독다가구"
"194","충청북도 청주시 흥덕구 복대동","2***","8m미만","20.00","월세","202510","16","200","25","2012","장구봉로129번길","202510~202610","신규","-","","","단독다가구"
"195","충청북도 청주시 흥덕구 봉명동","2***","12m미만","52.72","전세","202510","15","10,000","0","2019","덕암로6번길","202510~202610","갱신","-","10,000","0","단독다가구"
"196","충청북도 청주시 흥덕구 봉명동","2***","12m미만","17.62","월세","202510","15","300","37","2018","덕암로41번길","202510~202610","신규","-","","","단독다가구"
"197","충청북도 청주시 흥덕구 봉명동","2***","25m미만","28.00","월세","202510","15","200","33","2014","월명로252번길","202512~202612","신규","-","","","단독다가구"
"198","충청북도 청주시 흥덕구 봉명동","8**","8m미만","30.00","월세","202510","15","200","40","2014","봉명로209번길","202510~202610","신규","-","","","단독다가구"
"199","충청북도 청주시 흥덕구 봉명동","2***","8m미만","30.00","월세","202510","15","300","52","1993","봉정로49번길","202510~202710","신규","-","","","단독다가구"
"200","충청북도 청주시 흥덕구 복대동","3***","12m미만","30.00","월세","202510","15","300","30","2003","죽천로","202510~202610","신규","-","","","단독다가구"
"201","충청북도 청주시 흥덕구 송절동","6**","12m미만","45.00","월세","202510","15","500","63","2019","송화로116번길","202510~202610","갱신","-","500","60","단독다가구"
"202","충청북도 청주시 흥덕구 송절동","7**","12m미만","35.25","월세","202510","15","500","60","2019","송화로166번길","202510~202610","신규","-","","","단독다가구"
"203","충청북도 청주시 흥덕구 비하동","3**","8m미만","20.00","월세","202510","15","300","36","2016","2순환로","202510~202610","신규","-","","","단독다가구"
"204","충청북도 청주시 흥덕구 송절동","6**","12m미만","30.50","월세","202510","15","500","85","2018","송화로116번길","202510~202604","신규","-","","","단독다가구"
"205","충청북도 청주시 흥덕구 봉명동","2***","25m미만","35.32","월세","202510","15","500","50","2016","덕암로6번길","202510~202610","신규","-","","","단독다가구"
"206","충청북도 청주시 흥덕구 가경동","1***","12m미만","38.00","월세","202510","15","300","40","2010","서현중로27번길","202510~202610","신규","-","","","단독다가구"
"207","충청북도 청주시 흥덕구 가경동","1**","12m미만","26.44","월세","202510","15","200","30","2006","경산로49번길","202510~202610","신규","-","","","단독다가구"
"208","충청북도 청주시 흥덕구 오송읍 연제리","5**","8m미만","50.00","전세","202510","15","7,350","0","2015","연제1길","202512~202612","갱신","-","7,000","0","단독다가구"
"209","충청북도 청주시 흥덕구 오송읍 봉산리","1***","12m미만","23.00","월세","202510","15","500","55","2023","봉산2길","202510~202701","신규","-","","","단독다가구"
"210","충청북도 청주시 흥덕구 오송읍 봉산리","1***","25m미만","40.48","월세","202510","15","500","65","2022","오송생명14로","202510~202610","신규","-","","","단독다가구"
"211","충청북도 청주시 흥덕구 봉명동","2***","12m미만","20.00","월세","202510","14","200","40","2007","덕암로59번길","202510~202610","신규","-","","","단독다가구"
"212","충청북도 청주시 흥덕구 가경동","1***","12m미만","38.21","월세","202510","14","300","40","2010","서현중로19번길","202510~202610","신규","-","","","단독다가구"
"213","충청북도 청주시 흥덕구 봉명동","2***","12m미만","33.00","월세","202510","14","100","45","2005","덕암로97번길","202510~202604","신규","-","","","단독다가구"
"214","충청북도 청주시 흥덕구 봉명동","7**","12m미만","20.00","월세","202510","14","300","45","2016","예체로179번길","202510~202610","신규","-","","","단독다가구"
"215","충청북도 청주시 흥덕구 봉명동","2**","12m미만","27.00","월세","202510","14","300","36","2016","봉명로126번길","202510~202610","신규","-","","","단독다가구"
"216","충청북도 청주시 흥덕구 봉명동","2***","25m미만","30.00","월세","202510","14","100","35","2010","덕암로","202510~202610","신규","-","","","단독다가구"
"217","충청북도 청주시 흥덕구 봉명동","9**","8m미만","40.00","월세","202510","14","200","40","","1순환로585번길","202510~202610","신규","-","","","단독다가구"
"218","충청북도 청주시 흥덕구 봉명동","2**","8m미만","21.23","월세","202510","14","300","40","2021","월명로34번길","202510~202610","신규","-","","","단독다가구"
"219","충청북도 청주시 흥덕구 봉명동","2***","12m미만","26.00","월세","202510","14","200","36","2008","덕암로59번길","202510~202610","신규","-","","","단독다가구"
"220","충청북도 청주시 흥덕구 봉명동","2***","12m미만","49.53","월세","202510","14","500","70","2013","덕암로24번길","202511~202602","갱신","-","500","70","단독다가구"
"221","충청북도 청주시 흥덕구 봉명동","2***","12m미만","33.00","월세","202510","14","300","42","2014","덕암로24번길","202510~202610","신규","-","","","단독다가구"
"222","충청북도 청주시 흥덕구 봉명동","2***","12m미만","65.13","월세","202510","14","764","16","2019","덕암로41번길","202510~202712","신규","-","","","단독다가구"
"223","충청북도 청주시 흥덕구 봉명동","2***","25m미만","20.40","월세","202510","14","200","16","","덕암로","202510~202712","신규","-","","","단독다가구"
"224","충청북도 청주시 흥덕구 봉명동","2***","25m미만","20.16","월세","202510","14","200","16","","덕암로","202510~202712","신규","-","","","단독다가구"
"225","충청북도 청주시 흥덕구 봉명동","2***","25m미만","20.40","월세","202510","14","200","16","","덕암로","202510~202712","신규","-","","","단독다가구"
"226","충청북도 청주시 흥덕구 봉명동","2***","12m미만","54.99","월세","202510","14","839","28","","덕암로41번길","202510~202712","신규","-","","","단독다가구"
"227","충청북도 청주시 흥덕구 봉명동","2***","12m미만","53.46","월세","202510","14","786","26","","덕암로41번길","202510~202712","신규","-","","","단독다가구"
"228","충청북도 청주시 흥덕구 봉명동","2***","12m미만","55.03","월세","202510","14","840","28","","덕암로41번길","202510~202712","신규","-","","","단독다가구"
"229","충청북도 청주시 흥덕구 오송읍 봉산리","1***","12m미만","23.79","월세","202510","14","300","45","2023","봉산2길","202510~202610","신규","-","","","단독다가구"
"230","충청북도 청주시 흥덕구 오송읍 봉산리","1***","12m미만","29.20","월세","202510","14","300","45","2019","봉산2길","202510~202610","신규","-","","","단독다가구"
"231","충청북도 청주시 흥덕구 오송읍 봉산리","8**","12m미만","29.52","월세","202510","14","500","65","2025","봉산3길","202510~202704","신규","-","","","단독다가구"
"232","충청북도 청주시 흥덕구 옥산면 오산리","3**","25m미만","52.50","월세","202510","14","500","50","2000","오송가락로","202510~202610","신규","-","","","단독다가구"
"233","충청북도 청주시 흥덕구 운천동","7**","8m미만","84.82","월세","202510","14","2,090","21","2021","흥덕로149번길","202510~202712","신규","-","","","단독다가구"
"234","충청북도 청주시 흥덕구 복대동","8**","8m미만","31.60","월세","202510","14","300","30","2012","내수동로33번길","202510~202610","신규","-","","","단독다가구"
